Material,Material_desc,Productos_Por_Empaque,BrandPresRet,ProdKey,Brand,Presentation,MLSize,Returnability,Pack,Size,Flavor,Container,Ncb,ProductType,ProductCategory,SegAg,SegDet,GlobalCategory,GlobalSubcategory,BrandGrouper,GlobalFlavor
9362,VALLE FRUT CITRUS 355ML PNR 12,12,VALLE FRUT 355 ML NO RETORNABLE,NARANJADAS INDIVIDUAL,VALLE FRUT,12 OZ. NR PET,355,NO RETORNABLE,12 OZ.,INDIVIDUAL,CITRUS,PLASTICO,1,NARANJADAS,CATEGORIAS EN EXPANSION,BEBIDAS DE FRUTA,BEBIDAS DE FRUTA,BEBIDAS EMERGENTES,BEBIDAS DE FRUTA,VALLE FRUT,CITRUS
4975,CC SIN AZUCAR 235 ML NR LATA 8B,8,COCA-COLA SIN AZUCAR 235 ML NO RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA SIN AZUCAR,LATA 235 ML,235,NO RETORNABLE,235 ML,INDIVIDUAL,COLA,LATA,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
488,COCA-COLA 500 ML NR PET 12B,12,COCA-COLA 500 ML NO RETORNABLE,COLAS REGULAR INDIVIDUAL NO RETORNABLE,COCA-COLA,500 ML NR PET,500,NO RETORNABLE,500 ML,INDIVIDUAL,COLA,PLASTICO,0,COLAS REGULAR,REFRESCOS,COLAS,COLAS REGULAR,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
5017,COCA COLA 235ML LATA 12B,12,COCA-COLA 235 ML NO RETORNABLE,COLAS REGULAR INDIVIDUAL NO RETORNABLE,COCA-COLA,LATA 235 ML,235,NO RETORNABLE,235 ML,INDIVIDUAL,COLA,LATA,0,COLAS REGULAR,REFRESCOS,COLAS,COLAS REGULAR,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
2747,MANZANA LIFT 2.5 LT RET PET 8B,8,MANZANA LIFT 2.50 L RETORNABLE,SABORES FAMILIAR RETORNABLE,MANZANA LIFT,2.5 LTS. RET PET,2500,RETORNABLE,2.5 LTS.,FAMILIAR,MANZANA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,MANZANA LIFT,MANZANA
4990,DEL VALLE Y NADA LIMON 1.5L NR 4,4,DEL VALLE Y NADA 1.50 L NO RETORNABLE,ADAS FAMILIAR,DEL VALLE Y NADA,1.5 LTS. NR,1500,NO RETORNABLE,1.5 LTS.,FAMILIAR,LIMON,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,MINERAL SABORIZADA,& NADA,LIMÓN
2506,FANTA FRESA 400 ML NR PET 12B,12,FANTA 400 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,FANTA,400 ML NR,400,NO RETORNABLE,400 ML,INDIVIDUAL,FRESA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,FRESA
2253,FRESCA 1.5 LTS NR 8B,8,FRESCA 1.50 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,FRESCA,1.5 LTS. NR,1500,NO RETORNABLE,1.5 LTS.,FAMILIAR,TORONJA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FRESCA,TORONJA
997,JOYA FRESA 500 ML RET VID 24B,24,JOYA 500 ML RETORNABLE,SABORES INDIVIDUAL RETORNABLE,JOYA,500 ML RET,500,RETORNABLE,500 ML,INDIVIDUAL,FRESA,VIDRIO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,JOYA,FRESA
303,FANTA NARANJA 2 LTS NR 8B,8,FANTA 2.00 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,FANTA,2 LTS. NR,2000,NO RETORNABLE,2 LTS.,FAMILIAR,NARANJA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,NARANJA
426,TOPO CHICO SANGRIA 600 ML NR 12B,12,TOPO CHICO SANGRIA 600 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,TOPO CHICO SANGRIA,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,SANGRIA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,TOPO CHICO,SANGRÍA
749,COCA-COLA 2 LTS NR 2B,2,COCA-COLA 2.00 L NO RETORNABLE,COLAS REGULAR FAMILIAR NO RETORNABLE,COCA-COLA,2 LTS. NR,2000,NO RETORNABLE,2 LTS.,FAMILIAR,COLA,PLASTICO,0,COLAS REGULAR,REFRESCOS,COLAS,COLAS REGULAR,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
9591,COCA COLA LIGHT 235ML VIDRIO NR 12B,12,COCA-COLA LIGHT 235 ML NO RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA LIGHT,235 ML NR VID,235,NO RETORNABLE,235 ML,INDIVIDUAL,COLA,VIDRIO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
4284,MX BURN 235ML LATA 6B (3ORI3BLU),6,BURN 235 ML NO RETORNABLE,BEBIDAS ENERGETICAS,BURN,LATA 235 ML,235,NO RETORNABLE,235 ML,INDIVIDUAL,SURTIDA,LATA,1,BEBIDAS ENERGETICAS,CATEGORIAS EN EXPANSION,BEBIDAS ENERGETICAS,BEBIDAS ENERGETICAS,BEBIDAS EMERGENTES,ENERGÉTICOS,BURN,MIXTO
14545,COCA COLA SIN AZUCAR 250ML NR PET 6B,6,COCA-COLA SIN AZUCAR 250 ML NO RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA SIN AZUCAR,250 ML. NR PET,250,NO RETORNABLE,250 ML,INDIVIDUAL,COLA,PLASTICO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
1162,JOYA DURAZNO 1.5 LTS NR 8B,8,JOYA 1.50 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,JOYA,1.5 LTS. NR,1500,NO RETORNABLE,1.5 LTS.,FAMILIAR,DURAZNO,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,JOYA,DURAZNO
1268,TCH AGUA MINERAL 6.5 OZ NR VID 12B,12,TOPO CHICO A.M. 192 ML NO RETORNABLE,AGUA MINERAL INDIVIDUAL,TOPO CHICO A.M.,6.5 OZ. NR VIDRIO,192,NO RETORNABLE,6.5 OZ.,INDIVIDUAL,AGUA MINERAL,VIDRIO,0,AGUA MINERAL,AGUA,AGUA MINERAL,AGUA MINERAL,AGUA,AGUA MINERAL,TOPO CHICO,SIN SABOR
4300,ADES LACTEO NATURAL 946ML TPK 12,12,ADES LACTEO 946 ML NO RETORNABLE,BEBIDAS DE SOYA,ADES LACTEO,946 ML TETRA,946,NO RETORNABLE,946 ML,FAMILIAR,NATURAL,TETRA PACK,1,BEBIDAS DE SOYA,CATEGORIAS EN EXPANSION,BEBIDAS DE SOYA,BEBIDAS DE SOYA,BEBIDAS EMERGENTES,BEBIDAS DE SEMILLAS,ADES,NATURAL
304,SPRITE 2 LTS NR 8B,8,SPRITE 2.00 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,SPRITE,2 LTS. NR,2000,NO RETORNABLE,2 LTS.,FAMILIAR,LIMA LIMON,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SPRITE,LIMA LIMÓN
783,SPRITE 3 LTS NR 3B,3,SPRITE 3.00 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,SPRITE,3 LTS. NR,3000,NO RETORNABLE,3 LTS.,FAMILIAR,LIMA LIMON,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SPRITE,LIMA LIMÓN
668,DELAWARE PUNCH LATA 12OZ 24B,24,DELAWARE PUNCH 355 ML NO RETORNABLE,BEBIDAS REFRESCANTES,DELAWARE PUNCH,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,UVA,LATA,1,BEBIDAS REFRESCANTES,CATEGORIAS EN EXPANSION,BEBIDAS DE FRUTA,BEBIDAS DE FRUTA,BEBIDAS EMERGENTES,BEBIDAS REFRESCANTES,DELAWARE PUNCH,UVA
14469,TCH HARDS MGO TROP 355ML NR LAT 6B,6,TOPO CHICO HARD SELTZER 355 ML NO RETORNABLE,BEBIDAS CON ALCOHOL,TOPO CHICO HARD SELTZER,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,MANGO TROPICAL,LATA,0,BEBIDA ALCOHOLICA,BEBIDAS CON ALCOHOL,BEBIDAS CON ALCOHOL,BEBIDAS CON ALCOHOL,FABS,HARD SELTZER,TOPO CHICO,MANGO TROPICAL
9658,MONSTER ENERGY ORIGINAL 473ML LATA 4B,4,MONSTER ENERGY 355 ML NO RETORNABLE,BEBIDAS ENERGETICAS,MONSTER ENERGY,LATA 16 OZ.,473,NO RETORNABLE,473 ML,INDIVIDUAL,ENERGY,LATA,1,BEBIDAS ENERGETICAS,CATEGORIAS EN EXPANSION,BEBIDAS ENERGETICAS,BEBIDAS ENERGETICAS,BEBIDAS EMERGENTES,ENERGÉTICOS,MONSTER,TAURINA + GINSENG
2430,VALLE FRUT NARANJA CITRICO 250 ML NR 12B,12,VALLE FRUT 250 ML NO RETORNABLE,NARANJADAS INDIVIDUAL,VALLE FRUT,250 ML. NR PET,250,NO RETORNABLE,250 ML,INDIVIDUAL,CITRUS,PLASTICO,1,NARANJADAS,CATEGORIAS EN EXPANSION,BEBIDAS DE FRUTA,BEBIDAS DE FRUTA,BEBIDAS EMERGENTES,BEBIDAS DE FRUTA,VALLE FRUT,CITRUS
5698,CIEL 355ML PNR 24,24,CIEL AGUA PURIFICADA 355 ML NO RETORNABLE,AGUA PURIFICADA INDIVIDUAL,CIEL AGUA PURIFICADA,355 ML NR PET,355,NO RETORNABLE,355 ML,INDIVIDUAL,AGUA,PLASTICO,1,AGUA PURIFICADA,AGUA,AGUA PURIFICADA,AGUA PURIFICADA,AGUA,AGUA PURIFICADA,CIEL,SIN SABOR
9662,JOYA UVA 1.75 LTS PNR 8B,8,JOYA 1.75 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,JOYA,1.750 LTS NR,1750,NO RETORNABLE,1.750 LTS,FAMILIAR,UVA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,JOYA,UVA
14256,T CH HARD S LIMA L 355ML NR LAT 6 MPK,6,TOPO CHICO HARD SELTZER 355 ML NO RETORNABLE,BEBIDAS CON ALCOHOL,TOPO CHICO HARD SELTZER,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,LIMA LIMON,LATA,0,BEBIDA ALCOHOLICA,BEBIDAS CON ALCOHOL,BEBIDAS CON ALCOHOL,BEBIDAS CON ALCOHOL,FABS,HARD SELTZER,TOPO CHICO,LIMA LIMÓN
14340,SIDRAL MUNDET PERA 2.50 L RT PET 8,8,SIDRAL MUNDET 2.50 L RETORNABLE,SABORES FAMILIAR RETORNABLE,SIDRAL MUNDET,2.5 LTS. RET PET,2500,RETORNABLE,2.5 LTS.,FAMILIAR,PERA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SIDRAL MUNDET,PERA
421,CIEL 600 ML NR 24B,24,CIEL AGUA PURIFICADA 600 ML NO RETORNABLE,AGUA PURIFICADA INDIVIDUAL,CIEL AGUA PURIFICADA,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,AGUA,PLASTICO,1,AGUA PURIFICADA,AGUA,AGUA PURIFICADA,AGUA PURIFICADA,AGUA,AGUA PURIFICADA,CIEL,SIN SABOR
3428,ADES FRUTAL MANZANA 946ML TPK 3,3,ADES FRUTAL 946 ML NO RETORNABLE,BEBIDAS DE SOYA,ADES FRUTAL,946 ML TETRA,946,NO RETORNABLE,946 ML,FAMILIAR,MANZANA,TETRA PACK,1,BEBIDAS DE SOYA,CATEGORIAS EN EXPANSION,BEBIDAS DE SOYA,BEBIDAS DE SOYA,BEBIDAS EMERGENTES,BEBIDAS DE SEMILLAS,ADES,MANZANA
14296,SPRITE 1.75 L NR PET 4,4,SPRITE 1.75 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,SPRITE,1.750 LTS NR,1750,NO RETORNABLE,1.750 LTS,FAMILIAR,LIMA LIMON,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SPRITE,LIMA LIMÓN
1859,CIEL AP 355 ML NR PET 12B,12,CIEL AGUA PURIFICADA 355 ML NO RETORNABLE,AGUA PURIFICADA INDIVIDUAL,CIEL AGUA PURIFICADA,12 OZ. NR PET,355,NO RETORNABLE,12 OZ.,INDIVIDUAL,AGUA,PLASTICO,1,AGUA PURIFICADA,AGUA,AGUA PURIFICADA,AGUA PURIFICADA,AGUA,AGUA PURIFICADA,CIEL,SIN SABOR
781,FANTA NARANJA 3 LTS NR 3B,3,FANTA 3.00 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,FANTA,3 LTS. NR,3000,NO RETORNABLE,3 LTS.,FAMILIAR,NARANJA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,NARANJA
11,JOYA MANZANA 12 OZ RET VID 24B,24,JOYA 355 ML RETORNABLE,SABORES INDIVIDUAL RETORNABLE,JOYA,12 OZ. RET,355,RETORNABLE,12 OZ.,INDIVIDUAL,MANZANA,VIDRIO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,JOYA,MANZANA
9044,DEL VALLE DURAZNO NECTAR 413 ML NR VD24B,24,DEL VALLE 413 ML NO RETORNABLE,JUGOS Y NECTARES IMPULSO,DEL VALLE,413 ML NR VID,413,NO RETORNABLE,413 ML,INDIVIDUAL,DURAZNO,VIDRIO,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,DURAZNO
4031,SIDRAL MUNDET 400ML PNR 6,6,SIDRAL MUNDET 400 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,SIDRAL MUNDET,400 ML NR,400,NO RETORNABLE,400 ML,INDIVIDUAL,MANZANA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SIDRAL MUNDET,MANZANA
14463,FUZE TEA DURAZNO 1.89 L NR TPK 4B,4,FUZE TEA 1.89 L NO RETORNABLE,TE,FUZE TEA,1.89 LTS.TETRA,1890,NO RETORNABLE,1.89 LTS,FAMILIAR,DURAZNO,TETRA PACK,1,TE,CATEGORIAS EN EXPANSION,TE,TE REGULAR,BEBIDAS EMERGENTES,TÉ LISTO PARA BEBER,FUZE TEA,TÉ DURAZNO
110,JOYA PINA 500 ML RET VID 24B,24,JOYA 500 ML RETORNABLE,SABORES INDIVIDUAL RETORNABLE,JOYA,500 ML RET,500,RETORNABLE,500 ML,INDIVIDUAL,PIÑA,VIDRIO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,JOYA,PIÑA
825,SPRITE 1 LTO NR 6B,6,SPRITE 1.00 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,SPRITE,1 LTRO. N.R.,1000,NO RETORNABLE,1 LITRO,FAMILIAR,LIMA LIMON,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SPRITE,LIMA LIMÓN
4131,DEL VALLE Y NADA LIMON PEPI 600ML NR 12B,12,DEL VALLE Y NADA 600 ML NO RETORNABLE,ADAS INDIVIDUAL,DEL VALLE Y NADA,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,LIMÓN PEPINO,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,MINERAL SABORIZADA,& NADA,LIMÓN PEPINO
525,CIEL 1.5 LTO NR 12B,12,CIEL AGUA PURIFICADA 1.50 L NO RETORNABLE,AGUA PURIFICADA INDIVIDUAL,CIEL AGUA PURIFICADA,1.5 LTS. NR,1500,NO RETORNABLE,1.5 LTS.,INDIVIDUAL,AGUA,PLASTICO,1,AGUA PURIFICADA,AGUA,AGUA PURIFICADA,AGUA PURIFICADA,AGUA,AGUA PURIFICADA,CIEL,SIN SABOR
14379,CC CAFE VAINILLA 235 ML NR LAT 4B,4,COCA-COLA CAFE 235 ML NO RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA CAFE,LATA 235 ML,235,NO RETORNABLE,235 ML,INDIVIDUAL,VAINILLA,LATA,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS SABORES,COCA-COLA,VAINILLA
2767,CIEL AGUA PURIFICADA 3 LITROS NR PET 6B,6,CIEL AGUA PURIFICADA 3.00 L NO RETORNABLE,AGUA PURIFICADA FAMILIAR,CIEL AGUA PURIFICADA,3 LTS. NR,3000,NO RETORNABLE,3 LTS.,FAMILIAR,AGUA,PLASTICO,1,AGUA PURIFICADA,AGUA,AGUA PURIFICADA,AGUA PURIFICADA,AGUA,AGUA PURIFICADA,CIEL,SIN SABOR
9586,COCA COLA LIGHT 235ML NRV 24B,24,COCA-COLA LIGHT 235 ML NO RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA LIGHT,235 ML NR VID,235,NO RETORNABLE,235 ML,INDIVIDUAL,COLA,VIDRIO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
14372,FRESCA TORONJA 1.50 LT RET PET 12 SPLA,12,FRESCA 1.50 L RETORNABLE,SABORES FAMILIAR RETORNABLE,FRESCA,1.5 LTS. RET,1500,RETORNABLE,1.5 LTS.,FAMILIAR,TORONJA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FRESCA,TORONJA
2028,FANTA UVA 1.5 LTS RET PET 12B,12,FANTA 1.50 L RETORNABLE,SABORES FAMILIAR RETORNABLE,FANTA,1.5 LTS. RET,1500,RETORNABLE,1.5 LTS.,FAMILIAR,UVA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,UVA
4575,SCLARA DESLAC 1L TPK2,2,SANTA CLARA ESPECIALIZADA 1.00 L NO RETORNABLE,LECHE UHT ESPECIALIZADA,SANTA CLARA DESLACTOSADA,1 LTRO. TETRA,1000,NO RETORNABLE,1 LITRO,FAMILIAR,LECHE DESLACTOSADA,TETRA PACK,1,LECHE UHT ESPECIALIZADA,LACTEOS,LECHE,LECHE UHT ESPECIALIZADA,LÁCTEOS,LECHE,SANTA CLARA,SIN SABOR
2024,JOYA MANZANA 1.5 LT RET PET 12B,12,JOYA 1.50 L RETORNABLE,SABORES FAMILIAR RETORNABLE,JOYA,1.5 LTS. RET,1500,RETORNABLE,1.5 LTS.,FAMILIAR,MANZANA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,JOYA,MANZANA
14435,FUZE TEA DURAZNO 1.89 L NR TPK 8B,8,FUZE TEA 1.89 L NO RETORNABLE,TE,FUZE TEA,1.89 LTS.TETRA,1890,NO RETORNABLE,1.89 LTS,FAMILIAR,DURAZNO,TETRA PACK,1,TE,CATEGORIAS EN EXPANSION,TE,TE REGULAR,BEBIDAS EMERGENTES,TÉ LISTO PARA BEBER,FUZE TEA,DURAZNO
9289,FLORIDA 7 NARANJA 1.0LT TETRA 12B,12,FLORIDA 7 1.00 L NO RETORNABLE,JUGOS Y NECTARES HOGAR,FLORIDA 7,1 LTRO. TETRA,1000,NO RETORNABLE,1 LITRO,FAMILIAR,NARANJA,TETRA PACK,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,FLORIDA 7,NARANJA
9770,STA CLARA LECHE CHOCOLATE 750ML TPK 6,6,SANTA CLARA SABORIZADA 750 ML NO RETORNABLE,LECHE UHT SABORIZADA,SANTA CLARA SABORIZADA,750 ML TETRA,750,NO RETORNABLE,750 ML,FAMILIAR,CHOCOLATE,TETRA PACK,1,LECHE UHT SABORIZADA,LACTEOS,LECHE,LECHE UHT SABORIZADA,LÁCTEOS,LECHE SABORIZADA,SANTA CLARA,CHOCOLATE
14,JOYA PONCHE 12 OZ RET VID 24B,24,JOYA 355 ML RETORNABLE,SABORES INDIVIDUAL RETORNABLE,JOYA,12 OZ. RET,355,RETORNABLE,12 OZ.,INDIVIDUAL,PONCHE,VIDRIO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,JOYA,PONCHE
600,FRESCA LATA 6B,6,FRESCA 355 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,FRESCA,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,TORONJA,LATA,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FRESCA,TORONJA
9585,COCA COLA 235ML NR VIDRIO 24B,24,COCA-COLA 235 ML NO RETORNABLE,COLAS REGULAR INDIVIDUAL NO RETORNABLE,COCA-COLA,235 ML NR VID,235,NO RETORNABLE,235 ML,INDIVIDUAL,COLA,VIDRIO,0,COLAS REGULAR,REFRESCOS,COLAS,COLAS REGULAR,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
424,TOPO CHICO AM 600 ML NR 12B,12,TOPO CHICO A.M. 600 ML NO RETORNABLE,AGUA MINERAL INDIVIDUAL,TOPO CHICO A.M.,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,AGUA MINERAL,PLASTICO,0,AGUA MINERAL,AGUA,AGUA MINERAL,AGUA MINERAL,AGUA,AGUA MINERAL,TOPO CHICO,SIN SABOR
2303,PULPY NARANJA 400 ML NR 6B,6,PULPY 400 ML NO RETORNABLE,BEBIDAS REFRESCANTES,PULPY,400 ML NR,400,NO RETORNABLE,400 ML,INDIVIDUAL,NARANJA,PLASTICO,1,BEBIDAS REFRESCANTES,CATEGORIAS EN EXPANSION,BEBIDAS DE FRUTA,BEBIDAS DE FRUTA,BEBIDAS EMERGENTES,BEBIDAS REFRESCANTES,DEL VALLE,NARANJA
5011,MX 500ML RET VID 24 (JY6FR6DZ6PO6MZ),24,JOYA 500 ML RETORNABLE,SABORES INDIVIDUAL RETORNABLE,JOYA,500 ML RET,500,RETORNABLE,500 ML,INDIVIDUAL,SURTIDA,VIDRIO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,JOYA,MIXTO
657,JOYA MANZANA LATA 24B,24,JOYA 355 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,JOYA,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,MANZANA,LATA,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,JOYA,MANZANA
9212,MXDV  250ML TPK40B(16MGONE16DZONE8MZANE),40,DEL VALLE 250 ML NO RETORNABLE,JUGOS Y NECTARES LONCHERA,DEL VALLE,250 ML TETRA,250,NO RETORNABLE,250 ML,INDIVIDUAL,SURTIDA,TETRA PACK,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,MIXTO
379,FRESCA 2.5 LTS NR 8B,8,FRESCA 2.50 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,FRESCA,2.5 LTS. NR,2500,NO RETORNABLE,2.5 LTS.,FAMILIAR,TORONJA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FRESCA,TORONJA
2476,SPRITE 2.5 LITROS RET PET 8B,8,SPRITE 2.50 L RETORNABLE,SABORES FAMILIAR RETORNABLE,SPRITE,2.5 LTS. RET PET,2500,RETORNABLE,2.5 LTS.,FAMILIAR,LIMA LIMON,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SPRITE,LIMA LIMÓN
14319,COCA-COLA 2.50 L NR PET 4,4,COCA-COLA 2.50 L NO RETORNABLE,COLAS REGULAR FAMILIAR NO RETORNABLE,COCA-COLA,2.5 LTS NR PET,2500,NO RETORNABLE,2.5 LTS.,FAMILIAR,COLA,PLASTICO,0,COLAS REGULAR,REFRESCOS,COLAS,COLAS REGULAR,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
9485,DEL VALLE Y NADA LIMON 600ML NR 6B,6,DEL VALLE Y NADA 600 ML NO RETORNABLE,ADAS INDIVIDUAL,DEL VALLE Y NADA,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,LIMON,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,MINERAL SABORIZADA,& NADA,LIMÓN
14053,MONSTER ENERGY ORIGINAL 473ML LATA 2B,2,MONSTER ENERGY 355 ML NO RETORNABLE,BEBIDAS ENERGETICAS,MONSTER ENERGY,LATA 16 OZ.,473,NO RETORNABLE,473 ML,INDIVIDUAL,ENERGY,LATA,1,BEBIDAS ENERGETICAS,CATEGORIAS EN EXPANSION,BEBIDAS ENERGETICAS,BEBIDAS ENERGETICAS,BEBIDAS EMERGENTES,ENERGÉTICOS,MONSTER,TAURINA + GINSENG
270,COCA-COLA 2 LTS NR 4B,4,COCA-COLA 2.00 L NO RETORNABLE,COLAS REGULAR FAMILIAR NO RETORNABLE,COCA-COLA,2 LTS. NR,2000,NO RETORNABLE,2 LTS.,FAMILIAR,COLA,PLASTICO,0,COLAS REGULAR,REFRESCOS,COLAS,COLAS REGULAR,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
14258,T CH HARD S FRES-GUAY 355ML NR LAT 6 MPK,6,TOPO CHICO HARD SELTZER 355 ML NO RETORNABLE,BEBIDAS CON ALCOHOL,TOPO CHICO HARD SELTZER,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,FRESA-GUAYABA,LATA,0,BEBIDA ALCOHOLICA,BEBIDAS CON ALCOHOL,BEBIDAS CON ALCOHOL,BEBIDAS CON ALCOHOL,FABS,HARD SELTZER,TOPO CHICO,FRESA GUAYABA
2709,SIDRAL  MUNDET LATA 355ML 6B,6,SIDRAL MUNDET 355 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,SIDRAL MUNDET,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,MANZANA,LATA,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SIDRAL MUNDET,MANZANA
